7.1370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16CFEE50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
479.4259 	EXP 	T2_text: autoDraw = False
479.4259 	EXP 	Gray_Square2: autoDraw = False
479.4259 	EXP 	X_or_Y: autoDraw = False
479.4259 	EXP 	Gray_Square3: autoDraw = True
479.4259 	EXP 	text_3: autoDraw = True
480.8133 	EXP 	Gray_Square3: autoDraw = False
480.8133 	EXP 	text_3: autoDraw = False
480.8133 	EXP 	Gray_Square3: autoDraw = False
480.8133 	EXP 	text_3: autoDraw = False
480.8133 	EXP 	T1_text: text = 'X'
480.8133 	EXP 	T2_text: text = '1'
480.8133 	EXP 	Gray_Square: autoDraw = True
480.8133 	EXP 	T1_text: autoDraw = True
480.8956 	EXP 	T1_text: autoDraw = False
480.9124 	EXP 	T1_Delay: autoDraw = True
481.6984 	EXP 	T1_Delay: autoDraw = False
481.6984 	EXP 	T2_text: autoDraw = True
482.3673 	DATA 	Keypress: z
482.3842 	EXP 	Gray_Square: autoDraw = False
482.3842 	EXP 	T1_text: autoDraw = False
482.3842 	EXP 	T1_Delay: autoDraw = False
482.3842 	EXP 	T2_text: autoDraw = False
482.3842 	EXP 	Gray_Square2: autoDraw = True
482.3842 	EXP 	X_or_Y: autoDraw = True
483.4205 	DATA 	Keypress: bracketleft
483.4245 	EXP 	New trial (rep=34, index=0): None
483.4374 	EXP 	Gray_Square2: autoDraw = False
483.4374 	EXP 	X_or_Y: autoDraw = False
483.4374 	EXP 	Gray_Square3: autoDraw = True
483.4374 	EXP 	text_3: autoDraw = True
484.7587 	EXP 	Gray_Square3: autoDraw = False
484.7587 	EXP 	text_3: autoDraw = False
484.7587 	EXP 	Gray_Square3: autoDraw = False
484.7587 	EXP 	text_3: autoDraw = False
484.7587 	EXP 	T1_text: text = '#'
484.7587 	EXP 	T2_text: text = '1'
484.7587 	EXP 	Gray_Square: autoDraw = True
484.7587 	EXP 	T1_text: autoDraw = True
484.8578 	EXP 	T1_text: autoDraw = False
484.8751 	EXP 	T1_Delay: autoDraw = True
485.6601 	EXP 	T1_Delay: autoDraw = False
485.6601 	EXP 	T2_text: autoDraw = True
486.5130 	DATA 	Keypress: z
486.5186 	EXP 	New trial (rep=35, index=0): None
486.5299 	EXP 	Gray_Square: autoDraw = False
486.5299 	EXP 	T1_text: autoDraw = False
486.5299 	EXP 	T1_Delay: autoDraw = False
486.5299 	EXP 	T2_text: autoDraw = False
486.5299 	EXP 	Gray_Square2: autoDraw = False
486.5299 	EXP 	X_or_Y: autoDraw = False
486.5299 	EXP 	Gray_Square3: autoDraw = True
486.5299 	EXP 	text_3: autoDraw = True
487.7330 	EXP 	Gray_Square3: autoDraw = False
487.7330 	EXP 	text_3: autoDraw = False
487.7330 	EXP 	Gray_Square3: autoDraw = False
487.7330 	EXP 	text_3: autoDraw = False
487.7330 	EXP 	T1_text: text = 'X'
487.7330 	EXP 	T2_text: text = '1'
487.7330 	EXP 	Gray_Square: autoDraw = True
487.7330 	EXP 	T1_text: autoDraw = True
487.8333 	EXP 	T1_text: autoDraw = False
487.8506 	EXP 	T1_Delay: autoDraw = True
488.6361 	EXP 	T1_Delay: autoDraw = False
488.6361 	EXP 	T2_text: autoDraw = True
489.2211 	DATA 	Keypress: z
489.2386 	EXP 	Gray_Square: autoDraw = False
489.2386 	EXP 	T1_text: autoDraw = False
489.2386 	EXP 	T1_Delay: autoDraw = False
489.2386 	EXP 	T2_text: autoDraw = False
489.2386 	EXP 	Gray_Square2: autoDraw = True
489.2386 	EXP 	X_or_Y: autoDraw = True
489.7727 	DATA 	Keypress: bracketleft
489.7767 	EXP 	New trial (rep=36, index=0): None
489.7899 	EXP 	Gray_Square2: autoDraw = False
489.7899 	EXP 	X_or_Y: autoDraw = False
489.7899 	EXP 	Gray_Square3: autoDraw = True
489.7899 	EXP 	text_3: autoDraw = True
491.0592 	EXP 	Gray_Square3: autoDraw = False
491.0592 	EXP 	text_3: autoDraw = False
491.0592 	EXP 	Gray_Square3: autoDraw = False
491.0592 	EXP 	text_3: autoDraw = False
491.0592 	EXP 	T1_text: text = 'X'
491.0592 	EXP 	T2_text: text = '2'
491.0592 	EXP 	Gray_Square: autoDraw = True
491.0592 	EXP 	T1_text: autoDraw = True
491.1595 	EXP 	T1_text: autoDraw = False
491.1763 	EXP 	T1_Delay: autoDraw = True
491.9622 	EXP 	T1_Delay: autoDraw = False
491.9622 	EXP 	T2_text: autoDraw = True
492.7817 	DATA 	Keypress: slash
492.7989 	EXP 	Gray_Square: autoDraw = False
492.7989 	EXP 	T1_text: autoDraw = False
492.7989 	EXP 	T1_Delay: autoDraw = False
492.7989 	EXP 	T2_text: autoDraw = False
492.7989 	EXP 	Gray_Square2: autoDraw = True
492.7989 	EXP 	X_or_Y: autoDraw = True
493.2831 	DATA 	Keypress: bracketleft
493.2872 	EXP 	New trial (rep=37, index=0): None
493.3006 	EXP 	Gray_Square2: autoDraw = False
493.3006 	EXP 	X_or_Y: autoDraw = False
493.3006 	EXP 	Gray_Square3: autoDraw = True
493.3006 	EXP 	text_3: autoDraw = True
494.7547 	EXP 	Gray_Square3: autoDraw = False
494.7547 	EXP 	text_3: autoDraw = False
494.7547 	EXP 	Gray_Square3: autoDraw = False
494.7547 	EXP 	text_3: autoDraw = False
494.7547 	EXP 	T1_text: text = 'Y'
494.7547 	EXP 	T2_text: text = '1'
494.7547 	EXP 	Gray_Square: autoDraw = True
494.7547 	EXP 	T1_text: autoDraw = True
494.8371 	EXP 	T1_text: autoDraw = False
494.8539 	EXP 	T1_Delay: autoDraw = True
495.6395 	EXP 	T1_Delay: autoDraw = False
495.6395 	EXP 	T2_text: autoDraw = True
496.6264 	DATA 	Keypress: z
496.6429 	EXP 	Gray_Square: autoDraw = False
496.6429 	EXP 	T1_text: autoDraw = False
496.6429 	EXP 	T1_Delay: autoDraw = False
496.6429 	EXP 	T2_text: autoDraw = False
496.6429 	EXP 	Gray_Square2: autoDraw = True
496.6429 	EXP 	X_or_Y: autoDraw = True
497.1462 	DATA 	Keypress: bracketright
497.1651 	EXP 	New trial (rep=38, index=0): None
497.1789 	EXP 	Gray_Square2: autoDraw = False
497.1789 	EXP 	X_or_Y: autoDraw = False
497.1789 	EXP 	Gray_Square3: autoDraw = True
497.1789 	EXP 	text_3: autoDraw = True
499.1002 	EXP 	Gray_Square3: autoDraw = False
499.1002 	EXP 	text_3: autoDraw = False
499.1002 	EXP 	Gray_Square3: autoDraw = False
499.1002 	EXP 	text_3: autoDraw = False
499.1002 	EXP 	T1_text: text = 'X'
499.1002 	EXP 	T2_text: text = '1'
499.1002 	EXP 	Gray_Square: autoDraw = True
499.1002 	EXP 	T1_text: autoDraw = True
499.2010 	EXP 	T1_text: autoDraw = False
499.2172 	EXP 	T1_Delay: autoDraw = True
500.0039 	EXP 	T1_Delay: autoDraw = False
500.0039 	EXP 	T2_text: autoDraw = True
501.6589 	DATA 	Keypress: z
501.6745 	EXP 	Gray_Square: autoDraw = False
501.6745 	EXP 	T1_text: autoDraw = False
501.6745 	EXP 	T1_Delay: autoDraw = False
501.6745 	EXP 	T2_text: autoDraw = False
501.6745 	EXP 	Gray_Square2: autoDraw = True
501.6745 	EXP 	X_or_Y: autoDraw = True
502.5608 	DATA 	Keypress: bracketleft
502.5648 	EXP 	New trial (rep=39, index=0): None
502.5783 	EXP 	Gray_Square2: autoDraw = False
502.5783 	EXP 	X_or_Y: autoDraw = False
502.5783 	EXP 	Gray_Square3: autoDraw = True
502.5783 	EXP 	text_3: autoDraw = True
504.3500 	EXP 	Gray_Square3: autoDraw = False
504.3500 	EXP 	text_3: autoDraw = False
504.3500 	EXP 	Gray_Square3: autoDraw = False
504.3500 	EXP 	text_3: autoDraw = False
504.3500 	EXP 	T1_text: text = 'Y'
504.3500 	EXP 	T2_text: text = '2'
504.3500 	EXP 	Gray_Square: autoDraw = True
504.3500 	EXP 	T1_text: autoDraw = True
504.4327 	EXP 	T1_text: autoDraw = False
504.4498 	EXP 	T1_Delay: autoDraw = True
505.2351 	EXP 	T1_Delay: autoDraw = False
505.2351 	EXP 	T2_text: autoDraw = True
506.3059 	DATA 	Keypress: slash
506.3380 	EXP 	Gray_Square: autoDraw = False
506.3380 	EXP 	T1_text: autoDraw = False
506.3380 	EXP 	T1_Delay: autoDraw = False
506.3380 	EXP 	T2_text: autoDraw = False
506.3380 	EXP 	Gray_Square2: autoDraw = True
506.3380 	EXP 	X_or_Y: autoDraw = True
506.6563 	DATA 	Keypress: bracketright
506.6603 	EXP 	New trial (rep=40, index=0): None
506.6733 	EXP 	Gray_Square2: autoDraw = False
506.6733 	EXP 	X_or_Y: autoDraw = False
506.6733 	EXP 	Gray_Square3: autoDraw = True
506.6733 	EXP 	text_3: autoDraw = True
508.6118 	EXP 	Gray_Square3: autoDraw = False
508.6118 	EXP 	text_3: autoDraw = False
508.6118 	EXP 	Gray_Square3: autoDraw = False
508.6118 	EXP 	text_3: autoDraw = False
508.6118 	EXP 	T1_text: text = 'X'
508.6118 	EXP 	T2_text: text = '2'
508.6118 	EXP 	Gray_Square: autoDraw = True
508.6118 	EXP 	T1_text: autoDraw = True
508.7121 	EXP 	T1_text: autoDraw = False
508.7296 	EXP 	T1_Delay: autoDraw = True
509.5145 	EXP 	T1_Delay: autoDraw = False
509.5145 	EXP 	T2_text: autoDraw = True
510.7852 	DATA 	Keypress: slash
510.8027 	EXP 	Gray_Square: autoDraw = False
510.8027 	EXP 	T1_text: autoDraw = False
510.8027 	EXP 	T1_Delay: autoDraw = False
510.8027 	EXP 	T2_text: autoDraw = False
510.8027 	EXP 	Gray_Square2: autoDraw = True
510.8027 	EXP 	X_or_Y: autoDraw = True
511.2362 	DATA 	Keypress: bracketleft
511.2403 	EXP 	New trial (rep=41, index=0): None
511.2527 	EXP 	Gray_Square2: autoDraw = False
511.2527 	EXP 	X_or_Y: autoDraw = False
511.2527 	EXP 	Gray_Square3: autoDraw = True
511.2527 	EXP 	text_3: autoDraw = True
513.2098 	EXP 	Gray_Square3: autoDraw = False
513.2098 	EXP 	text_3: autoDraw = False
513.2098 	EXP 	Gray_Square3: autoDraw = False
513.2098 	EXP 	text_3: autoDraw = False
513.2098 	EXP 	T1_text: text = 'X'
513.2098 	EXP 	T2_text: text = '2'
513.2098 	EXP 	Gray_Square: autoDraw = True
513.2098 	EXP 	T1_text: autoDraw = True
513.3091 	EXP 	T1_text: autoDraw = False
513.3262 	EXP 	T1_Delay: autoDraw = True
514.1115 	EXP 	T1_Delay: autoDraw = False
514.1115 	EXP 	T2_text: autoDraw = True
515.2819 	DATA 	Keypress: slash
515.2989 	EXP 	Gray_Square: autoDraw = False
515.2989 	EXP 	T1_text: autoDraw = False
515.2989 	EXP 	T1_Delay: autoDraw = False
515.2989 	EXP 	T2_text: autoDraw = False
515.2989 	EXP 	Gray_Square2: autoDraw = True
515.2989 	EXP 	X_or_Y: autoDraw = True
515.7842 	DATA 	Keypress: bracketleft
515.7883 	EXP 	New trial (rep=42, index=0): None
515.7999 	EXP 	Gray_Square2: autoDraw = False
515.7999 	EXP 	X_or_Y: autoDraw = False
515.7999 	EXP 	Gray_Square3: autoDraw = True
515.7999 	EXP 	text_3: autoDraw = True
517.3385 	EXP 	Gray_Square3: autoDraw = False
517.3385 	EXP 	text_3: autoDraw = False
517.3385 	EXP 	Gray_Square3: autoDraw = False
517.3385 	EXP 	text_3: autoDraw = False
517.3385 	EXP 	T1_text: text = 'X'
517.3385 	EXP 	T2_text: text = '2'
517.3385 	EXP 	Gray_Square: autoDraw = True
517.3385 	EXP 	T1_text: autoDraw = True
517.4380 	EXP 	T1_text: autoDraw = False
517.4555 	EXP 	T1_Delay: autoDraw = True
518.2411 	EXP 	T1_Delay: autoDraw = False
518.2411 	EXP 	T2_text: autoDraw = True
519.0099 	DATA 	Keypress: slash
519.0259 	EXP 	Gray_Square: autoDraw = False
519.0259 	EXP 	T1_text: autoDraw = False
519.0259 	EXP 	T1_Delay: autoDraw = False
519.0259 	EXP 	T2_text: autoDraw = False
519.0259 	EXP 	Gray_Square2: autoDraw = True
519.0259 	EXP 	X_or_Y: autoDraw = True
519.4780 	DATA 	Keypress: bracketleft
519.4820 	EXP 	New trial (rep=43, index=0): None
519.4939 	EXP 	Gray_Square2: autoDraw = False
519.4939 	EXP 	X_or_Y: autoDraw = False
519.4939 	EXP 	Gray_Square3: autoDraw = True
519.4939 	EXP 	text_3: autoDraw = True
520.9986 	EXP 	Gray_Square3: autoDraw = False
520.9986 	EXP 	text_3: autoDraw = False
520.9986 	EXP 	Gray_Square3: autoDraw = False
520.9986 	EXP 	text_3: autoDraw = False
520.9986 	EXP 	T1_text: text = 'Y'
520.9986 	EXP 	T2_text: text = '1'
520.9986 	EXP 	Gray_Square: autoDraw = True
520.9986 	EXP 	T1_text: autoDraw = True
521.0822 	EXP 	T1_text: autoDraw = False
521.0994 	EXP 	T1_Delay: autoDraw = True
521.8846 	EXP 	T1_Delay: autoDraw = False
521.8846 	EXP 	T2_text: autoDraw = True
522.5202 	DATA 	Keypress: z
522.5371 	EXP 	Gray_Square: autoDraw = False
522.5371 	EXP 	T1_text: autoDraw = False
522.5371 	EXP 	T1_Delay: autoDraw = False
522.5371 	EXP 	T2_text: autoDraw = False
522.5371 	EXP 	Gray_Square2: autoDraw = True
522.5371 	EXP 	X_or_Y: autoDraw = True
522.9717 	DATA 	Keypress: bracketright
522.9757 	EXP 	New trial (rep=44, index=0): None
522.9880 	EXP 	Gray_Square2: autoDraw = False
522.9880 	EXP 	X_or_Y: autoDraw = False
522.9880 	EXP 	Gray_Square3: autoDraw = True
522.9880 	EXP 	text_3: autoDraw = True
524.8771 	EXP 	Gray_Square3: autoDraw = False
524.8771 	EXP 	text_3: autoDraw = False
524.8771 	EXP 	Gray_Square3: autoDraw = False
524.8771 	EXP 	text_3: autoDraw = False
524.8771 	EXP 	T1_text: text = 'X'
524.8771 	EXP 	T2_text: text = '2'
524.8771 	EXP 	Gray_Square: autoDraw = True
524.8771 	EXP 	T1_text: autoDraw = True
524.9769 	EXP 	T1_text: autoDraw = False
524.9941 	EXP 	T1_Delay: autoDraw = True
525.7798 	EXP 	T1_Delay: autoDraw = False
525.7798 	EXP 	T2_text: autoDraw = True
526.6671 	DATA 	Keypress: slash
526.6831 	EXP 	Gray_Square: autoDraw = False
526.6831 	EXP 	T1_text: autoDraw = False
526.6831 	EXP 	T1_Delay: autoDraw = False
526.6831 	EXP 	T2_text: autoDraw = False
526.6831 	EXP 	Gray_Square2: autoDraw = True
526.6831 	EXP 	X_or_Y: autoDraw = True
527.1007 	DATA 	Keypress: bracketleft
527.1047 	EXP 	New trial (rep=45, index=0): None
527.1339 	EXP 	Gray_Square2: autoDraw = False
527.1339 	EXP 	X_or_Y: autoDraw = False
527.1339 	EXP 	Gray_Square3: autoDraw = True
527.1339 	EXP 	text_3: autoDraw = True
528.9226 	EXP 	Gray_Square3: autoDraw = False
528.9226 	EXP 	text_3: autoDraw = False
528.9226 	EXP 	Gray_Square3: autoDraw = False
528.9226 	EXP 	text_3: autoDraw = False
528.9226 	EXP 	T1_text: text = '#'
528.9226 	EXP 	T2_text: text = '2'
528.9226 	EXP 	Gray_Square: autoDraw = True
528.9226 	EXP 	T1_text: autoDraw = True
529.0229 	EXP 	T1_text: autoDraw = False
529.0563 	EXP 	T1_Delay: autoDraw = True
529.8253 	EXP 	T1_Delay: autoDraw = False
529.8253 	EXP 	T2_text: autoDraw = True
530.5945 	DATA 	Keypress: slash
530.6001 	EXP 	New trial (rep=46, index=0): None
530.6276 	EXP 	Gray_Square: autoDraw = False
530.6276 	EXP 	T1_text: autoDraw = False
530.6276 	EXP 	T1_Delay: autoDraw = False
530.6276 	EXP 	T2_text: autoDraw = False
530.6276 	EXP 	Gray_Square2: autoDraw = False
530.6276 	EXP 	X_or_Y: autoDraw = False
530.6276 	EXP 	Gray_Square3: autoDraw = True
530.6276 	EXP 	text_3: autoDraw = True
531.2297 	DATA 	Keypress: bracketleft
532.1992 	EXP 	Gray_Square3: autoDraw = False
532.1992 	EXP 	text_3: autoDraw = False
532.1992 	EXP 	Gray_Square3: autoDraw = False
532.1992 	EXP 	text_3: autoDraw = False
532.1992 	EXP 	T1_text: text = '#'
532.1992 	EXP 	T2_text: text = '2'
532.1992 	EXP 	Gray_Square: autoDraw = True
532.1992 	EXP 	T1_text: autoDraw = True
532.2990 	EXP 	T1_text: autoDraw = False
532.3165 	EXP 	T1_Delay: autoDraw = True
533.1014 	EXP 	T1_Delay: autoDraw = False
533.1014 	EXP 	T2_text: autoDraw = True
533.8373 	DATA 	Keypress: slash
533.8429 	EXP 	New trial (rep=47, index=0): None
533.8541 	EXP 	Gray_Square: autoDraw = False
533.8541 	EXP 	T1_text: autoDraw = False
533.8541 	EXP 	T1_Delay: autoDraw = False
533.8541 	EXP 	T2_text: autoDraw = False
533.8541 	EXP 	Gray_Square2: autoDraw = False
533.8541 	EXP 	X_or_Y: autoDraw = False
533.8541 	EXP 	Gray_Square3: autoDraw = True
533.8541 	EXP 	text_3: autoDraw = True
535.0917 	EXP 	Gray_Square3: autoDraw = False
535.0917 	EXP 	text_3: autoDraw = False
535.0917 	EXP 	Gray_Square3: autoDraw = False
535.0917 	EXP 	text_3: autoDraw = False
535.0917 	EXP 	T1_text: text = 'Y'
535.0917 	EXP 	T2_text: text = '1'
535.0917 	EXP 	Gray_Square: autoDraw = True
535.0917 	EXP 	T1_text: autoDraw = True
535.1742 	EXP 	T1_text: autoDraw = False
535.1915 	EXP 	T1_Delay: autoDraw = True
535.9777 	EXP 	T1_Delay: autoDraw = False
535.9777 	EXP 	T2_text: autoDraw = True
536.6452 	DATA 	Keypress: z
536.6616 	EXP 	Gray_Square: autoDraw = False
536.6616 	EXP 	T1_text: autoDraw = False
536.6616 	EXP 	T1_Delay: autoDraw = False
536.6616 	EXP 	T2_text: autoDraw = False
536.6616 	EXP 	Gray_Square2: autoDraw = True
536.6616 	EXP 	X_or_Y: autoDraw = True
537.1804 	DATA 	Keypress: bracketleft
537.1845 	EXP 	New trial (rep=48, index=0): None
537.1978 	EXP 	Gray_Square2: autoDraw = False
537.1978 	EXP 	X_or_Y: autoDraw = False
537.1978 	EXP 	Gray_Square3: autoDraw = True
537.1978 	EXP 	text_3: autoDraw = True
537.3983 	DATA 	Keypress: bracketright
538.9866 	EXP 	Gray_Square3: autoDraw = False
538.9866 	EXP 	text_3: autoDraw = False
538.9866 	EXP 	Gray_Square3: autoDraw = False
538.9866 	EXP 	text_3: autoDraw = False
538.9866 	EXP 	T1_text: text = 'Y'
538.9866 	EXP 	T2_text: text = '2'
538.9866 	EXP 	Gray_Square: autoDraw = True
538.9866 	EXP 	T1_text: autoDraw = True
539.0858 	EXP 	T1_text: autoDraw = False
539.1030 	EXP 	T1_Delay: autoDraw = True
539.8889 	EXP 	T1_Delay: autoDraw = False
539.8889 	EXP 	T2_text: autoDraw = True
541.5097 	DATA 	Keypress: slash
541.5261 	EXP 	Gray_Square: autoDraw = False
541.5261 	EXP 	T1_text: autoDraw = False
541.5261 	EXP 	T1_Delay: autoDraw = False
541.5261 	EXP 	T2_text: autoDraw = False
541.5261 	EXP 	Gray_Square2: autoDraw = True
541.5261 	EXP 	X_or_Y: autoDraw = True
542.4963 	DATA 	Keypress: bracketright
542.5003 	EXP 	New trial (rep=49, index=0): None
542.5137 	EXP 	Gray_Square2: autoDraw = False
542.5137 	EXP 	X_or_Y: autoDraw = False
542.5137 	EXP 	Gray_Square3: autoDraw = True
542.5137 	EXP 	text_3: autoDraw = True
544.5187 	EXP 	Gray_Square3: autoDraw = False
544.5187 	EXP 	text_3: autoDraw = False
544.5187 	EXP 	Gray_Square3: autoDraw = False
544.5187 	EXP 	text_3: autoDraw = False
544.5187 	EXP 	T1_text: text = 'X'
544.5187 	EXP 	T2_text: text = '1'
544.5187 	EXP 	Gray_Square: autoDraw = True
544.5187 	EXP 	T1_text: autoDraw = True
544.6023 	EXP 	T1_text: autoDraw = False
544.6198 	EXP 	T1_Delay: autoDraw = True
545.4054 	EXP 	T1_Delay: autoDraw = False
545.4054 	EXP 	T2_text: autoDraw = True
546.3578 	DATA 	Keypress: z
546.3749 	EXP 	Gray_Square: autoDraw = False
546.3749 	EXP 	T1_text: autoDraw = False
546.3749 	EXP 	T1_Delay: autoDraw = False
546.3749 	EXP 	T2_text: autoDraw = False
546.3749 	EXP 	Gray_Square2: autoDraw = True
546.3749 	EXP 	X_or_Y: autoDraw = True
546.6249 	DATA 	Keypress: bracketleft
546.6292 	EXP 	New trial (rep=50, index=0): None
546.6419 	EXP 	Gray_Square2: autoDraw = False
546.6419 	EXP 	X_or_Y: autoDraw = False
546.6419 	EXP 	Gray_Square3: autoDraw = True
546.6419 	EXP 	text_3: autoDraw = True
548.2464 	EXP 	Gray_Square3: autoDraw = False
548.2464 	EXP 	text_3: autoDraw = False
548.2464 	EXP 	Gray_Square3: autoDraw = False
548.2464 	EXP 	text_3: autoDraw = False
548.2464 	EXP 	T1_text: text = 'Y'
548.2464 	EXP 	T2_text: text = '1'
548.2464 	EXP 	Gray_Square: autoDraw = True
548.2464 	EXP 	T1_text: autoDraw = True
548.3467 	EXP 	T1_text: autoDraw = False
548.3642 	EXP 	T1_Delay: autoDraw = True
549.1491 	EXP 	T1_Delay: autoDraw = False
549.1491 	EXP 	T2_text: autoDraw = True
549.9685 	DATA 	Keypress: z
549.9855 	EXP 	Gray_Square: autoDraw = False
549.9855 	EXP 	T1_text: autoDraw = False
549.9855 	EXP 	T1_Delay: autoDraw = False
549.9855 	EXP 	T2_text: autoDraw = False
549.9855 	EXP 	Gray_Square2: autoDraw = True
549.9855 	EXP 	X_or_Y: autoDraw = True
550.2192 	DATA 	Keypress: bracketright
550.2233 	EXP 	New trial (rep=51, index=0): None
550.2362 	EXP 	Gray_Square2: autoDraw = False
550.2362 	EXP 	X_or_Y: autoDraw = False
550.2362 	EXP 	Gray_Square3: autoDraw = True
550.2362 	EXP 	text_3: autoDraw = True
551.8067 	EXP 	Gray_Square3: autoDraw = False
551.8067 	EXP 	text_3: autoDraw = False
551.8067 	EXP 	Gray_Square3: autoDraw = False
551.8067 	EXP 	text_3: autoDraw = False
551.8067 	EXP 	T1_text: text = 'Y'
551.8067 	EXP 	T2_text: text = '1'
551.8067 	EXP 	Gray_Square: autoDraw = True
551.8067 	EXP 	T1_text: autoDraw = True
551.9075 	EXP 	T1_text: autoDraw = False
551.9247 	EXP 	T1_Delay: autoDraw = True
552.7103 	EXP 	T1_Delay: autoDraw = False
552.7103 	EXP 	T2_text: autoDraw = True
553.4464 	DATA 	Keypress: z
553.4619 	EXP 	Gray_Square: autoDraw = False
553.4619 	EXP 	T1_text: autoDraw = False
553.4619 	EXP 	T1_Delay: autoDraw = False
553.4619 	EXP 	T2_text: autoDraw = False
553.4619 	EXP 	Gray_Square2: autoDraw = True
553.4619 	EXP 	X_or_Y: autoDraw = True
553.7296 	DATA 	Keypress: bracketright
553.7321 	EXP 	New trial (rep=52, index=0): None
553.7468 	EXP 	Gray_Square2: autoDraw = False
553.7468 	EXP 	X_or_Y: autoDraw = False
553.7468 	EXP 	Gray_Square3: autoDraw = True
553.7468 	EXP 	text_3: autoDraw = True
555.1679 	EXP 	Gray_Square3: autoDraw = False
555.1679 	EXP 	text_3: autoDraw = False
555.1679 	EXP 	Gray_Square3: autoDraw = False
555.1679 	EXP 	text_3: autoDraw = False
555.1679 	EXP 	T1_text: text = 'X'
555.1679 	EXP 	T2_text: text = '2'
555.1679 	EXP 	Gray_Square: autoDraw = True
555.1679 	EXP 	T1_text: autoDraw = True
555.2506 	EXP 	T1_text: autoDraw = False
555.2677 	EXP 	T1_Delay: autoDraw = True
556.0530 	EXP 	T1_Delay: autoDraw = False
556.0530 	EXP 	T2_text: autoDraw = True
557.1403 	DATA 	Keypress: z
557.1563 	EXP 	Gray_Square: autoDraw = False
557.1563 	EXP 	T1_text: autoDraw = False
557.1563 	EXP 	T1_Delay: autoDraw = False
557.1563 	EXP 	T2_text: autoDraw = False
557.1563 	EXP 	Gray_Square2: autoDraw = True
557.1563 	EXP 	X_or_Y: autoDraw = True
558.1763 	DATA 	Keypress: bracketleft
558.1803 	EXP 	New trial (rep=53, index=0): None
558.1932 	EXP 	Gray_Square2: autoDraw = False
558.1932 	EXP 	X_or_Y: autoDraw = False
558.1932 	EXP 	Gray_Square3: autoDraw = True
558.1932 	EXP 	text_3: autoDraw = True
559.4139 	EXP 	Gray_Square3: autoDraw = False
559.4139 	EXP 	text_3: autoDraw = False
559.4139 	EXP 	Gray_Square3: autoDraw = False
559.4139 	EXP 	text_3: autoDraw = False
559.4139 	EXP 	T1_text: text = 'Y'
559.4139 	EXP 	T2_text: text = '1'
559.4139 	EXP 	Gray_Square: autoDraw = True
559.4139 	EXP 	T1_text: autoDraw = True
559.4965 	EXP 	T1_text: autoDraw = False
559.5141 	EXP 	T1_Delay: autoDraw = True
560.2999 	EXP 	T1_Delay: autoDraw = False
560.2999 	EXP 	T2_text: autoDraw = True
561.4524 	DATA 	Keypress: slash
561.4691 	EXP 	Gray_Square: autoDraw = False
561.4691 	EXP 	T1_text: autoDraw = False
561.4691 	EXP 	T1_Delay: autoDraw = False
561.4691 	EXP 	T2_text: autoDraw = False
561.4691 	EXP 	Gray_Square2: autoDraw = True
561.4691 	EXP 	X_or_Y: autoDraw = True
561.7867 	DATA 	Keypress: bracketleft
561.7907 	EXP 	New trial (rep=54, index=0): None
561.8031 	EXP 	Gray_Square2: autoDraw = False
561.8031 	EXP 	X_or_Y: autoDraw = False
561.8031 	EXP 	Gray_Square3: autoDraw = True
561.8031 	EXP 	text_3: autoDraw = True
563.2081 	EXP 	Gray_Square3: autoDraw = False
563.2081 	EXP 	text_3: autoDraw = False
563.2081 	EXP 	Gray_Square3: autoDraw = False
563.2081 	EXP 	text_3: autoDraw = False
563.2081 	EXP 	T1_text: text = 'X'
563.2081 	EXP 	T2_text: text = '1'
563.2081 	EXP 	Gray_Square: autoDraw = True
563.2081 	EXP 	T1_text: autoDraw = True
563.3079 	EXP 	T1_text: autoDraw = False
563.3254 	EXP 	T1_Delay: autoDraw = True
564.1103 	EXP 	T1_Delay: autoDraw = False
564.1103 	EXP 	T2_text: autoDraw = True
565.0467 	DATA 	Keypress: slash
565.0642 	EXP 	Gray_Square: autoDraw = False
565.0642 	EXP 	T1_text: autoDraw = False
565.0642 	EXP 	T1_Delay: autoDraw = False
565.0642 	EXP 	T2_text: autoDraw = False
565.0642 	EXP 	Gray_Square2: autoDraw = True
565.0642 	EXP 	X_or_Y: autoDraw = True
565.6159 	DATA 	Keypress: bracketleft
565.6199 	EXP 	New trial (rep=55, index=0): None
565.6316 	EXP 	Gray_Square2: autoDraw = False
565.6316 	EXP 	X_or_Y: autoDraw = False
565.6316 	EXP 	Gray_Square3: autoDraw = True
565.6316 	EXP 	text_3: autoDraw = True
566.7679 	EXP 	Gray_Square3: autoDraw = False
566.7679 	EXP 	text_3: autoDraw = False
566.7679 	EXP 	Gray_Square3: autoDraw = False
566.7679 	EXP 	text_3: autoDraw = False
566.7679 	EXP 	T1_text: text = '#'
566.7679 	EXP 	T2_text: text = '1'
566.7679 	EXP 	Gray_Square: autoDraw = True
